k,lambda,learn_rate,tolerance,auprc,auroc,sn,sp,prec,acc,f1
10,0.01,0.01,0.001,0.07602242,0.63452685,0.72387156,0.77046368,0.14153283,0.76814893,0.2367716
10,0.01,0.001,0.0001,0.1029835,0.6839724,0.69829138,0.80286675,0.15624817,0.79767132,0.25535799
10,0.01,0.001,0.001,0.04936326,0.50030546,0.97913325,0.02263646,0.04976675,0.07015644,0.09471918
10,0.01,0.0001,0.0001,0.049418,0.50046517,0.98049164,0.02096121,0.04975133,0.0686319,0.09469758
10,0.01,0.0001,0.001,0.049418,0.50046517,0.98049164,0.02096121,0.04975133,0.0686319,0.09469758
10,0.01,1e-05,0.0001,0.04942691,0.50050116,0.9804589,0.0209441,0.04974892,0.06861401,0.09469307
10,0.01,1e-05,0.001,0.04942691,0.50050116,0.9804589,0.0209441,0.04974892,0.06861401,0.09469307
10,0.1,0.1,0.0001,0.42852099,0.51448918,0.79544041,0.2352996,0.05157539,0.26312811,0.09686986
10,0.1,0.1,0.001,0.42852226,0.57884746,0.79012144,0.42663192,0.06720043,0.44469054,0.12386597
10,0.1,0.01,0.0001,0.42855665,0.57878317,0.77513011,0.58581784,0.08911862,0.59522311,0.15985797
10,0.1,0.01,0.001,0.06967208,0.61939395,0.62785179,0.80871047,0.14645832,0.79972518,0.23751238
10,0.1,0.001,0.0001,0.0940261,0.6674228,0.47443619,0.87580618,0.16646568,0.85586561,0.2464569
10,0.1,0.001,0.001,0.1870607,0.74333678,0.57363098,0.90397064,0.23797076,0.88755895,0.33639012
10,0.1,0.0001,0.0001,0.39022688,0.77161574,0.44664659,0.97131876,0.44876918,0.94525238,0.44770537
10,0.1,0.0001,0.001,0.04937371,0.50042969,0.97926418,0.02239604,0.04976144,0.06993447,0.09471018
10,0.1,1e-05,0.0001,0.04942208,0.50049059,0.98047527,0.02093554,0.0497493,0.06860669,0.09469383
10,0.1,1e-05,0.001,0.04942208,0.50049059,0.98047527,0.02093554,0.0497493,0.06860669,0.09469383
10,0.5,0.1,0.0001,0.42853491,0.51473733,0.79244542,0.36379107,0.06113582,0.38508716,0.11351422
10,0.5,0.1,0.001,0.42853491,0.57907248,0.79129979,0.40104023,0.0646044,0.42042882,0.11945601
10,0.5,0.01,0.0001,0.42900684,0.57897518,0.79129979,0.40104365,0.06460475,0.42043207,0.1194566
10,0.5,0.01,0.001,0.43297779,0.61716151,0.76243004,0.60201937,0.09103504,0.60998878,0.16264954
10,0.5,0.001,0.0001,0.43426721,0.6606358,0.69644201,0.70644554,0.11034243,0.70594855,0.1905022
10,0.5,0.001,0.001,0.04344867,0.49716187,0.88201696,0.27470743,0.05977491,0.30487934,0.11196207
10,0.5,0.0001,0.0001,0.04402171,0.50172873,0.89060915,0.26175458,0.0593265,0.29299688,0.11124274
10,0.5,0.0001,0.001,0.04921829,0.50040761,0.98032798,0.0219845,0.04979289,0.06959622,0.09477211
10,0.5,1e-05,0.0001,0.04940158,0.50046899,0.97962423,0.02190407,0.04975504,0.06948483,0.09470025
10,0.5,1e-05,0.001,0.04940158,0.50046899,0.97962423,0.02190407,0.04975504,0.06948483,0.09470025
10,1.0,0.1,0.0001,0.02840323,0.50234173,0.998167,0.01506959,0.05031535,0.06391111,0.09580155
10,1.0,0.1,0.001,0.02847153,0.50380964,0.9963831,0.07568418,0.05334818,0.12142567,0.10127397
10,1.0,0.01,0.0001,0.02816514,0.50456911,0.99577755,0.08547902,0.05385778,0.13070381,0.10218858
10,1.0,0.01,0.001,0.0284924,0.52558678,0.97355242,0.25421423,0.06388486,0.28995187,0.11990172
10,1.0,0.001,0.0001,0.03133818,0.57363696,0.96333999,0.28291172,0.0656225,0.31671627,0.12287479
10,1.0,0.001,0.001,0.04040774,0.49521875,0.90730254,0.31554838,0.06480869,0.34494747,0.12097605
10,1.0,0.0001,0.0001,0.04059483,0.4941913,0.89697555,0.31961673,0.064477,0.34830065,0.12030608
10,1.0,0.0001,0.001,0.04754821,0.50109775,0.90591143,0.11902089,0.05101556,0.15811461,0.09659164
10,1.0,1e-05,0.0001,0.0477868,0.50081409,0.89802298,0.12342378,0.05083501,0.16190685,0.09622305
10,1.0,1e-05,0.001,0.04937976,0.50044986,0.97878956,0.02292565,0.04976414,0.07041419,0.09471285
10,5.0,0.1,0.0001,0.0248409984,0.499997005,0.0,0.00012235001,0.0496870469,0.0497975412,0.0946702106
10,5.0,0.1,0.001,0.0248427154,0.499997005,0.999934536,0.000331970657,0.0496938563,0.0499934953,0.0946822771
10,5.0,0.01,0.0001,0.0248449377,0.499997005,0.999950902,0.000811103563,0.0497172741,0.0504496374,0.0947248554
10,5.0,0.01,0.001,0.02491819,0.496795,0.99936172,0.01602186,0.05041883,0.06487544,0.09599463
10,5.0,0.001,0.0001,0.02509234,0.50522399,0.99895257,0.02769816,0.05097362,0.07595131,0.09699772
10,5.0,0.001,0.001,0.0285807,0.42782712,0.98741449,0.2081841,0.06120269,0.24689726,0.11526117
10,5.0,0.0001,0.0001,0.0331062,0.57413374,0.97713659,0.25263823,0.06397844,0.28863222,0.12009369
10,5.0,0.0001,0.001,0.04309492,0.49550996,0.87831822,0.27939352,0.05990316,0.30914886,0.11215697
10,5.0,1e-05,0.0001,0.04333234,0.49647946,0.88219698,0.27030967,0.05944748,0.30070901,0.11138893
10,5.0,1e-05,0.001,0.04921984,0.50040626,0.98036071,0.02196482,0.04979352,0.06957915,0.0947734
10,10.0,0.1,0.0001,0.0248409984,0.499997005,0.0,1.54007006e-05,0.0496819968,0.0496959053,0.094661044
10,10.0,0.1,0.001,0.0248409984,0.499997005,0.0,1.54007006e-05,0.0496819968,0.0496959053,0.094661044
10,10.0,0.01,0.0001,0.0248438265,0.499997005,0.0,0.000295180094,0.04969521,0.0499617849,0.0946850276
10,10.0,0.01,0.001,0.02487642,0.49999658,0.99983634,0.00466727,0.04989485,0.05410853,0.09504658
10,10.0,0.001,0.0001,0.02488588,0.49999487,0.99991817,0.00531923,0.0499298,0.05473217,0.09511037
10,10.0,0.001,0.001,0.02684611,0.51774705,0.99787241,0.09548691,0.0545295,0.14031857,0.10340819
10,10.0,0.0001,0.0001,0.02982925,0.56478802,0.99147327,0.17208743,0.05891792,0.21279556,0.11122627
10,10.0,0.0001,0.001,0.04034942,0.50699976,0.89591175,0.32729997,0.06509318,0.35554932,0.12136826
10,10.0,1e-05,0.0001,0.04053129,0.50220906,0.90725345,0.3146115,0.06472256,0.3440547,0.12082554
10,10.0,1e-05,0.001,0.04776478,0.50088266,0.90411116,0.11764681,0.05084407,0.15671935,0.09627403
10,15.0,0.1,0.0001,0.0248409984,0.499997005,0.0,3.25125901e-05,0.0496828048,0.049712167,0.0946625105
10,15.0,0.1,0.001,0.0248416246,0.499997005,0.999983634,0.000237855264,0.0496917293,0.0499064949,0.0946786364
10,15.0,0.01,0.0001,0.0248428164,0.499997005,0.0,0.000210476241,0.0496912089,0.0498812892,0.0946777652
10,15.0,0.01,0.001,0.02485589,0.49999701,0.9999018,0.00223909,0.04978256,0.05180424,0.09484313
10,15.0,0.001,0.0001,0.02486251,0.49999701,0.99996727,0.00294838,0.04981931,0.05248154,0.09491011
10,15.0,0.001,0.001,0.02583239,0.50652143,0.99914896,0.05689019,0.05247839,0.1037028,0.09971922
10,15.0,0.0001,0.0001,0.02567141,0.49223207,0.99797061,0.0926797,0.05437502,0.13765571,0.1031309
10,15.0,0.0001,0.001,0.03725814,0.51942812,0.91456908,0.33364762,0.0669486,0.36250854,0.12476418
10,15.0,1e-05,0.0001,0.03761149,0.51500019,0.90915191,0.33488139,0.06669372,0.36341188,0.12427114
10,15.0,1e-05,0.001,0.04574154,0.50136664,0.87522503,0.18950733,0.05343717,0.22357466,0.10072457
10,20.0,0.1,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,20.0,0.1,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,20.0,0.01,0.0001,0.0248420892,0.499997005,0.0,0.00020448708,0.0496909261,0.0498755976,0.0946772518
10,20.0,0.01,0.001,0.02485043,0.49999701,0.99993454,0.00151611,0.04974986,0.05111881,0.09478392
10,20.0,0.001,0.0001,0.02485531,0.49999701,0.0,0.00199011,0.04977541,0.05157251,0.09483058
10,20.0,0.001,0.001,0.02551028,0.50393862,0.99842886,0.06711882,0.05298709,0.11338748,0.10063352
10,20.0,0.0001,0.0001,0.02596752,0.51316283,0.98312658,0.20879158,0.06099706,0.24726152,0.11486729
10,20.0,0.0001,0.001,0.03709115,0.54599012,0.9305751,0.32755921,0.06746607,0.35751781,0.12581093
10,20.0,1e-05,0.0001,0.0367524,0.53623444,0.90033059,0.35037364,0.06755899,0.3776962,0.1256867
10,20.0,1e-05,0.001,0.0451188,0.50255143,0.88319531,0.21138574,0.05531014,0.24476209,0.10410096
15,0.01,0.1,0.0001,0.42852703,0.51456545,0.79532585,0.24635132,0.05228502,0.27362507,0.09811962
15,0.01,0.1,0.001,0.42857477,0.55215358,0.75275768,0.70301203,0.11700347,0.70548346,0.20252747
15,0.01,0.01,0.0001,0.42874641,0.55667204,0.77787961,0.58739726,0.08971801,0.59686067,0.1608806
15,0.01,0.01,0.001,0.09276109,0.64228768,0.67839023,0.81708845,0.16240391,0.81019774,0.26206945
15,0.01,0.001,0.0001,0.09570686,0.67797406,0.57003044,0.85807998,0.17354001,0.84376931,0.2660759
15,0.01,0.001,0.001,0.04910789,0.49854944,0.99432097,0.00647942,0.0497193,0.05555664,0.09470314
15,0.01,0.0001,0.0001,0.04911513,0.4983693,0.99419004,0.0064991,0.04971402,0.05556884,0.09469296
15,0.01,0.0001,0.001,0.04911513,0.4983693,0.99419004,0.0064991,0.04971402,0.05556884,0.09469296
15,0.01,1e-05,0.0001,0.04911598,0.49836395,0.99417368,0.00650081,0.04971332,0.05556965,0.09469162
15,0.01,1e-05,0.001,0.04911598,0.49836395,0.99417368,0.00650081,0.04971332,0.05556965,0.09469162
15,0.1,0.1,0.0001,0.42851393,0.5143333,0.79544041,0.2352996,0.05157539,0.26312811,0.09686986
15,0.1,0.1,0.001,0.42855581,0.57865708,0.77295342,0.54241011,0.08114251,0.55386379,0.1468673
15,0.1,0.01,0.0001,0.43005662,0.58060857,0.78814114,0.4672795,0.07179158,0.48322031,0.1315961
15,0.1,0.01,0.001,0.09586455,0.65799499,0.71768518,0.75836044,0.13440196,0.75633964,0.22640477
15,0.1,0.001,0.0001,0.09514861,0.66834562,0.62315472,0.83761758,0.16709894,0.82696279,0.26353182
15,0.1,0.001,0.001,0.22160086,0.75356484,0.55880331,0.92016191,0.26788642,0.90220916,0.3621572
15,0.1,0.0001,0.0001,0.38669658,0.7695495,0.44224412,0.97188003,0.45120892,0.94556705,0.44668154
15,0.1,0.0001,0.001,0.04907976,0.49837604,0.99404275,0.0066685,0.04971507,0.05572251,0.09469421
15,0.1,1e-05,0.0001,0.04911342,0.49836896,0.99419004,0.00649995,0.04971406,0.05556965,0.09469303
15,0.1,1e-05,0.001,0.04911342,0.49836896,0.99419004,0.00649995,0.04971406,0.05556965,0.09469303
15,0.5,0.1,0.0001,0.42854562,0.51492938,0.79129979,0.40072024,0.06457213,0.42012473,0.11940085
15,0.5,0.1,0.001,0.42937881,0.57927325,0.79129979,0.40104023,0.0646044,0.42042882,0.11945601
15,0.5,0.01,0.0001,0.43183702,0.58056846,0.79128343,0.40169305,0.06466908,0.42104839,0.11956639
15,0.5,0.01,0.001,0.43309796,0.63507583,0.74665314,0.619435,0.09302676,0.62575536,0.16544096
15,0.5,0.001,0.0001,0.43435626,0.6622327,0.69629472,0.70544706,0.10998883,0.70499236,0.1899695
15,0.5,0.001,0.001,0.04339313,0.49848857,0.89306406,0.27865771,0.06078937,0.3091822,0.11383048
15,0.5,0.0001,0.0001,0.04339878,0.49709593,0.88002029,0.28313076,0.06030627,0.31278499,0.11287726
15,0.5,0.0001,0.001,0.04891851,0.49833801,0.96183431,0.04124136,0.0498327,0.08697759,0.09475609
15,0.5,1e-05,0.0001,0.0490984,0.49837373,0.99419004,0.00649567,0.04971386,0.05556558,0.09469266
15,0.5,1e-05,0.001,0.0490984,0.49837373,0.99419004,0.00649567,0.04971386,0.05556558,0.09469266
15,1.0,0.1,0.0001,0.02834008,0.50191099,0.79591503,0.26114626,0.05331357,0.28771425,0.09993322
15,1.0,0.1,0.001,0.02813735,0.5020798,0.78241301,0.3447481,0.05875615,0.36649185,0.109304
15,1.0,0.01,0.0001,0.02769487,0.50222047,0.79010507,0.35238343,0.05995676,0.37413,0.11145574
15,1.0,0.01,0.001,0.027273,0.45403377,0.73995941,0.51184656,0.07342681,0.5231795,0.13359671
15,1.0,0.001,0.0001,0.02731997,0.49426954,0.97541815,0.23931234,0.06282447,0.27588301,0.11804587
15,1.0,0.001,0.001,0.04065819,0.49907646,0.90113253,0.31848392,0.06465579,0.34743064,0.12065467
15,1.0,0.0001,0.0001,0.04160937,0.5002753,0.89424241,0.32067767,0.06438711,0.34917309,0.12012501
15,1.0,0.0001,0.001,0.04743786,0.49819282,0.91055939,0.10974197,0.05075669,0.1495276,0.09615356
15,1.0,1e-05,0.0001,0.04766306,0.49815393,0.91363621,0.1032925,0.05057176,0.1435514,0.09583864
15,1.0,1e-05,0.001,0.04907781,0.49836568,0.99387909,0.00685588,0.04971621,0.05589244,0.09469552
15,5.0,0.1,0.0001,0.024840857,0.500000428,0.0,6.8447558e-05,0.0496845015,0.0497463167,0.0946655904
15,5.0,0.1,0.001,0.024840857,0.500000428,0.0,0.000245555614,0.0496928659,0.0499146258,0.0946807728
15,5.0,0.01,0.0001,0.024840857,0.500000428,0.0,0.000522768225,0.0497059635,0.0501780662,0.0947045462
15,5.0,0.01,0.001,0.02510125,0.49851562,0.99847795,0.0268785,0.0509099,0.0751488,0.09688013
15,5.0,0.001,0.0001,0.02504366,0.49712789,0.99276619,0.09986841,0.05451536,0.14422871,0.10335521
15,5.0,0.001,0.001,0.02767505,0.46998316,0.96394553,0.28572578,0.06590267,0.31942059,0.12337078
15,5.0,0.0001,0.0001,0.03540961,0.5963186,0.94825047,0.31274374,0.067279,0.34431652,0.12564351
15,5.0,0.0001,0.001,0.04295458,0.49673064,0.88186966,0.28705195,0.0607375,0.31660325,0.11364768
15,5.0,1e-05,0.0001,0.04306103,0.49638015,0.883539,0.28101658,0.06036555,0.31095066,0.11300999
15,5.0,1e-05,0.001,0.04891557,0.49832112,0.96181794,0.04124051,0.04983186,0.08697597,0.09475448
15,10.0,0.1,0.0001,0.024840857,0.500000428,0.0,1.28339171e-05,0.0496818757,0.049693466,0.094660824
15,10.0,0.1,0.001,0.024840857,0.500000428,0.0,1.28339171e-05,0.0496818757,0.049693466,0.094660824
15,10.0,0.01,0.0001,0.024840857,0.500000428,0.0,0.000209620647,0.0496911685,0.0498804761,0.0946776919
15,10.0,0.01,0.001,0.02484227,0.50000043,0.99986907,0.00285255,0.04981012,0.0523856,0.09489298
15,10.0,0.001,0.0001,0.02484286,0.5,0.99996727,0.00352933,0.04984691,0.05303363,0.09496019
15,10.0,0.001,0.001,0.02602423,0.48485322,0.97844588,0.23337794,0.06254996,0.27039386,0.11758308
15,10.0,0.0001,0.0001,0.02623359,0.49768214,0.99764328,0.10553758,0.0550965,0.14985852,0.10442591
15,10.0,0.0001,0.001,0.04129169,0.49414252,0.89542077,0.32689613,0.06502334,0.35514115,0.12124234
15,10.0,1e-05,0.0001,0.0435513,0.50872239,0.90054335,0.31854467,0.06462164,0.3474591,0.12058992
15,10.0,1e-05,0.001,0.04748054,0.49807451,0.90740074,0.11217186,0.05072097,0.15167984,0.09607181
15,15.0,0.1,0.0001,0.024840857,0.500000428,0.0,1.28339171e-05,0.0496818757,0.049693466,0.094660824
15,15.0,0.1,0.001,0.024840857,0.500000428,0.999983634,0.00018737519,0.049689345,0.0498585228,0.0946743087
15,15.0,0.01,0.0001,0.024840857,0.500000428,0.0,0.000197642324,0.0496906028,0.0498690929,0.094676665
15,15.0,0.01,0.001,0.02484122,0.50000043,0.99996727,0.00142799,0.04974723,0.05103669,0.0947793
15,15.0,0.001,0.0001,0.02484166,0.50000043,0.0,0.0019576,0.04977387,0.05154161,0.09482779
15,15.0,0.001,0.001,0.02564269,0.49023691,0.99952538,0.05225458,0.05225377,0.09931619,0.09931546
15,15.0,0.0001,0.0001,0.02604788,0.50740555,0.99926353,0.06117329,0.05271091,0.10777881,0.10013949
15,15.0,0.0001,0.001,0.03687502,0.51094155,0.906697,0.33829778,0.06684613,0.36653657,0.12451258
15,15.0,1e-05,0.0001,0.03672745,0.48781876,0.91399627,0.32846871,0.06642774,0.35755846,0.12385398
15,15.0,1e-05,0.001,0.04589166,0.49789022,0.89056005,0.1593519,0.05247621,0.19567925,0.09911224
15,20.0,0.1,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,20.0,0.1,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,20.0,0.01,0.0001,0.024840857,0.500000428,0.0,0.000189941974,0.0496902391,0.0498617751,0.0946760048
15,20.0,0.01,0.001,0.0248409378,0.500000428,0.0,0.000922330845,0.049724854,0.050557778,0.0947388333
15,20.0,0.001,0.0001,0.02484124,0.50000043,0.0,0.0013912,0.04974704,0.05100335,0.0947791
15,20.0,0.001,0.001,0.02543336,0.49083357,0.99965631,0.04516769,0.0518925,0.09258789,0.09866335
15,20.0,0.0001,0.0001,0.02559496,0.50479566,0.99294622,0.1392249,0.0568759,0.18163886,0.1075891
15,20.0,0.0001,0.001,0.03554727,0.52677622,0.89957776,0.35124549,0.0675909,0.37848733,0.12573457
15,20.0,1e-05,0.0001,0.03466531,0.49838623,0.9261399,0.32778766,0.06718741,0.35751455,0.12528588
15,20.0,1e-05,0.001,0.04531489,0.49902979,0.86303231,0.20758947,0.05387048,0.2401527,0.10141088
20,0.01,0.1,0.0001,0.42854495,0.51497072,0.79203627,0.36667186,0.06136708,0.3878045,0.11390851
20,0.01,0.1,0.001,0.42867936,0.5633505,0.70208831,0.7792455,0.14256327,0.77541224,0.23700188
20,0.01,0.01,0.0001,0.42879426,0.57255192,0.77362443,0.6238242,0.09707641,0.63126647,0.17250629
20,0.01,0.01,0.001,0.101003,0.66335651,0.67023993,0.82508312,0.16688808,0.81739031,0.26723525
20,0.01,0.001,0.0001,0.10483183,0.6764677,0.61353147,0.84885752,0.17506304,0.83716623,0.27240029
20,0.01,0.001,0.001,0.0493853193,0.498151053,0.999721777,0.000329403873,0.0496836869,0.0499804859,0.0946628648
20,0.01,0.0001,0.0001,0.0494510844,0.498279214,0.999721777,0.000325125901,0.0496834848,0.0499764205,0.094662498
20,0.01,0.0001,0.001,0.0494510844,0.498279214,0.999721777,0.000325125901,0.0496834848,0.0499764205,0.094662498
20,0.01,1e-05,0.0001,0.0494612106,0.498306534,0.999721777,0.000323414712,0.049683404,0.0499747943,0.0946623513
20,0.01,1e-05,0.001,0.0494612106,0.498306534,0.999721777,0.000323414712,0.049683404,0.0499747943,0.0946623513
20,0.1,0.1,0.0001,0.42854686,0.51502645,0.79544041,0.2352996,0.05157539,0.26312811,0.09686986
20,0.1,0.1,0.001,0.42862387,0.5793634,0.79072698,0.41607645,0.0661132,0.43468956,0.12202391
20,0.1,0.01,0.0001,0.42898627,0.57891852,0.78976138,0.43702825,0.06832756,0.45455248,0.12577361
20,0.1,0.01,0.001,0.06538176,0.66363706,0.51067068,0.85520176,0.15567252,0.83808502,0.23860795
20,0.1,0.001,0.0001,0.09481568,0.66719606,0.54142254,0.86041404,0.16859046,0.84456614,0.25711832
20,0.1,0.001,0.001,0.21298274,0.75015352,0.53045727,0.9242508,0.26798737,0.90468664,0.35608191
20,0.1,0.0001,0.0001,0.39071184,0.77190054,0.44895421,0.9709115,0.44655706,0.94498,0.44775242
20,0.1,0.0001,0.001,0.0494159829,0.498280528,0.999721777,0.000330259468,0.0496837273,0.049981299,0.0946629381
20,0.1,1e-05,0.0001,0.0494559731,0.498302254,0.999721777,0.000323414712,0.049683404,0.0499747943,0.0946623513
20,0.1,1e-05,0.001,0.0494559731,0.498302254,0.999721777,0.000323414712,0.049683404,0.0499747943,0.0946623513
20,0.5,0.1,0.0001,0.42854699,0.51496829,0.79321462,0.33357318,0.05857945,0.35640876,0.10910167
20,0.5,0.1,0.001,0.42859589,0.57930252,0.79129979,0.40104023,0.0646044,0.42042882,0.11945601
20,0.5,0.01,0.0001,0.42942837,0.57944983,0.79129979,0.40104109,0.06460449,0.42042964,0.11945616
20,0.5,0.01,0.001,0.4330048,0.63279372,0.7605643,0.60472562,0.09139755,0.61246788,0.16318504
20,0.5,0.001,0.0001,0.43429371,0.66123695,0.69442899,0.70717194,0.1103015,0.70653885,0.19036574
20,0.5,0.001,0.001,0.04495028,0.51177946,0.87764721,0.29435102,0.06105151,0.32332992,0.11416163
20,0.5,0.0001,0.0001,0.04461249,0.50794051,0.87676344,0.28821641,0.0604999,0.31745617,0.11318933
20,0.5,0.0001,0.001,0.0492398106,0.498292978,0.999738143,0.00033453744,0.0496847023,0.0499861775,0.0946647812
20,0.5,1e-05,0.0001,0.0494381309,0.498294473,0.999721777,0.000323414712,0.049683404,0.0499747943,0.0946623513
20,0.5,1e-05,0.001,0.0494381309,0.498294473,0.999721777,0.000323414712,0.049683404,0.0499747943,0.0946623513
20,1.0,0.1,0.0001,0.02797477,0.49886307,0.99787241,0.01808128,0.05044774,0.06675855,0.09604015
20,1.0,0.1,0.001,0.02766014,0.49847904,0.99597395,0.08667258,0.05393443,0.13184782,0.10232758
20,1.0,0.01,0.0001,0.02713197,0.49844508,0.99563026,0.09447218,0.05435598,0.13924285,0.10308414
20,1.0,0.01,0.001,0.02708422,0.50544873,0.98265196,0.21822023,0.06165939,0.25619817,0.11603765
20,1.0,0.001,0.0001,0.02719042,0.50505107,0.98252103,0.21879946,0.06169457,0.25674212,0.11609904
20,1.0,0.001,0.001,0.04413493,0.51366801,0.90167261,0.31898444,0.0647365,0.34793313,0.12080004
20,1.0,0.0001,0.0001,0.04236876,0.50263909,0.89204936,0.32436784,0.06456756,0.35257098,0.12041906
20,1.0,0.0001,0.001,0.04673036,0.498116,0.89515891,0.13661363,0.05141553,0.17429912,0.09724555
20,1.0,1e-05,0.0001,0.0469428,0.49807354,0.89368597,0.13457047,0.05122029,0.17228429,0.09688761
20,1.0,1e-05,0.001,0.0494221496,0.498307663,0.999721777,0.000331115062,0.0496837677,0.0499821121,0.0946630115
20,5.0,0.1,0.0001,0.0248407762,0.499998717,0.0,0.000215609808,0.0496914514,0.0498861678,0.0946782054
20,5.0,0.1,0.001,0.0248407762,0.499998717,0.999934536,0.000447475911,0.0496993134,0.0501032621,0.0946921822
20,5.0,0.01,0.0001,0.02484078,0.49999872,0.99978724,0.0013005,0.04973269,0.05090659,0.0947521
20,5.0,0.01,0.001,0.02504357,0.49791973,0.99769238,0.03349995,0.05120256,0.08140225,0.09740614
20,5.0,0.001,0.0001,0.02501021,0.49750776,0.99783968,0.03917425,0.05149659,0.08680196,0.09793874
20,5.0,0.001,0.001,0.02845435,0.45747569,0.98754542,0.2098046,0.06132814,0.24844375,0.1154845
20,5.0,0.0001,0.0001,0.03144807,0.41079906,0.98731629,0.21226871,0.06149479,0.25077406,0.11577834
20,5.0,0.0001,0.001,0.04308439,0.49866306,0.88974174,0.28642993,0.06119635,0.31640323,0.11451628
20,5.0,1e-05,0.0001,0.04399571,0.50415587,0.88029852,0.2881839,0.06072642,0.3176009,0.11361522
20,5.0,1e-05,0.001,0.0492378131,0.498279444,0.999738143,0.00033453744,0.0496847023,0.0499861775,0.0946647812
20,10.0,0.1,0.0001,0.0248407762,0.499998717,0.0,1.7967484e-05,0.049682118,0.0496983446,0.094661264
20,10.0,0.1,0.001,0.0248407762,0.499998717,0.0,1.7967484e-05,0.049682118,0.0496983446,0.094661264
20,10.0,0.01,0.0001,0.0248407762,0.499998717,0.0,0.000574959488,0.0497084301,0.0502276645,0.0947090234
20,10.0,0.01,0.001,0.02484078,0.49999872,0.99950902,0.00692775,0.04998719,0.05624045,0.09521263
20,10.0,0.001,0.0001,0.02484078,0.49999872,0.99963995,0.00719983,0.05000643,0.05650551,0.09524812
20,10.0,0.001,0.001,0.02613873,0.49915987,0.99512291,0.13308687,0.05661279,0.17591391,0.10713087
20,10.0,0.0001,0.0001,0.02627047,0.49910231,0.99474649,0.13939516,0.05698377,0.1818901,0.10779267
20,10.0,0.0001,0.001,0.04026864,0.50285621,0.89118196,0.33031251,0.06504421,0.35817722,0.12123958
20,10.0,1e-05,0.0001,0.04055801,0.49854628,0.89134562,0.32694661,0.06475111,0.35498667,0.12073175
20,10.0,1e-05,0.001,0.04664367,0.49815439,0.86488167,0.16936578,0.05162391,0.20391989,0.09743219
20,15.0,0.1,0.0001,0.0248407762,0.499998717,0.0,0.000104382526,0.0496861984,0.0497804664,0.0946686705
20,15.0,0.1,0.001,0.0248407762,0.499998717,0.999950902,0.000316569956,0.0496939017,0.0499796728,0.0946824329
20,15.0,0.01,0.0001,0.0248407762,0.499998717,0.999983634,0.000271223449,0.0496933054,0.0499382054,0.0946814973
20,15.0,0.01,0.001,0.02484078,0.49999872,0.99970541,0.0032196,0.04981979,0.05272628,0.09490981
20,15.0,0.001,0.0001,0.02484078,0.49999872,0.99991817,0.00368077,0.04985178,0.05317511,0.09496881
20,15.0,0.001,0.001,0.02560194,0.49933255,0.99870708,0.07838871,0.05361445,0.1241113,0.10176572
20,15.0,0.0001,0.0001,0.02565886,0.49927469,0.99872345,0.08285834,0.0538625,0.12835968,0.10221253
20,15.0,0.0001,0.001,0.03741457,0.4994648,0.90078884,0.34114691,0.06670763,0.36895063,0.12421645
20,15.0,1e-05,0.0001,0.03789178,0.48196456,0.89401329,0.34452223,0.0665575,0.37182164,0.12389152
20,15.0,1e-05,0.001,0.04527365,0.50134537,0.87185362,0.20986877,0.0545395,0.24275702,0.10265719
20,20.0,0.1,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20.0,0.1,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20.0,0.01,0.0001,0.0248407762,0.499998717,0.0,0.000214754213,0.049691411,0.0498853547,0.094678132
20,20.0,0.01,0.001,0.02484078,0.49999872,0.99988544,0.00186691,0.04976415,0.05144973,0.09480964
20,20.0,0.001,0.0001,0.02484078,0.49999872,0.99998363,0.00244786,0.04979634,0.0520067,0.09486849
20,20.0,0.001,0.001,0.02540924,0.49949221,0.99924716,0.05773723,0.05252798,0.10451264,0.09980923
20,20.0,0.0001,0.0001,0.02547596,0.49949821,0.99921443,0.0606548,0.0526809,0.10728364,0.10008508
20,20.0,0.0001,0.001,0.03506113,0.500094,0.92127917,0.33387435,0.06742809,0.36305737,0.12565922
20,20.0,1e-05,0.0001,0.03531584,0.4754875,0.90033059,0.34812685,0.06734181,0.37556103,0.12531079
20,20.0,1e-05,0.001,0.04434478,0.49748297,0.8585971,0.24839875,0.05635519,0.27871418,0.10576814
25,0.01,0.1,0.0001,0.42855433,0.515141,0.79524402,0.24799491,0.0523882,0.27518294,0.09830066
25,0.01,0.1,0.001,0.42866928,0.55293374,0.7754738,0.6017105,0.09238343,0.61034329,0.16509842
25,0.01,0.01,0.0001,0.42873263,0.56105968,0.78046545,0.56306672,0.08540635,0.57386737,0.15396437
25,0.01,0.01,0.001,0.09327028,0.64211576,0.62880102,0.84436822,0.17438725,0.83365857,0.27304902
25,0.01,0.001,0.0001,0.09595049,0.68526375,0.57480934,0.86083414,0.17758474,0.84662406,0.27134017
25,0.01,0.001,0.001,0.050012641,0.501360197,0.0,1.02671337e-05,0.0496817545,0.0496910268,0.094660604
25,0.01,0.0001,0.0001,0.0500431406,0.501345664,0.0,1.02671337e-05,0.0496817545,0.0496910268,0.094660604
