,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,10,10,10,10,10,10,10,10,15,15,15,15,15,15,15,15,20,20,20,20,20,20,20,20,25,25,25,25,25,25,25,25,30,30,30,30,30,30,30,30,35,35,35,35,35,35,35,35,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100
,0.01,0.1,0.5,1.0,5.0,10.0,15.0,20.0,0.01,0.1,0.5,1.0,5.0,10.0,15.0,20.0,0.01,0.1,0.5,1.0,5.0,10.0,15.0,20.0,0.01,0.1,0.5,1.0,5.0,10.0,15.0,20.0,0.01,0.1,0.5,1.0,5.0,10.0,15.0,20.0,0.01,0.1,0.5,1.0,5.0,10.0,15.0,20.0,0.01,0.1,0.5,1.0,5.0,10.0,15.0,20.0,0.01,0.1,0.5,1.0,5.0,10.0,15.0,20.0,0.01,0.1,0.5,1.0,5.0,10.0,15.0,20.0,0.01,0.1,0.5,1.0,5.0,10.0,15.0,20.0,0.01,0.1,0.5,1.0,5.0,10.0,15.0,20.0,0.01,0.1,0.5,1.0,5.0,10.0,15.0,20.0
,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
auprc,0.4309727501379543,0.43094192431411854,0.43093305401736953,0.03393705257842957,0.03210198124409047,0.027836356207295757,0.034508540505348156,,0.43091183695689056,0.4309068500849291,0.4309415275019643,0.03201427394765947,0.03406415790697374,0.027836482584534923,0.03243202084243797,,0.43091683845179646,0.43091661578139623,0.43090424741439143,0.03218804819941175,0.03702512032904881,0.02783638780149797,0.03673592118845976,,0.431063266297797,0.43097397088975203,0.4309189826081061,0.03015391234553297,0.032027232992032875,0.027836324613165264,0.035734398495017944,,0.4309297563455071,0.43086633488591486,0.4309734194650641,0.031240739139745344,0.03474859405679817,0.027836735335370504,0.03596241574593267,,0.4310417751765484,0.4309176992649254,0.43096992108433885,0.0399103135413471,0.03478747364121699,0.027836324613165264,0.03274370756540366,,0.43102703226975936,0.43134354388831964,0.4309757314592315,0.030089900620001928,0.03775101775412973,0.027836356207295757,0.04154506758499088,,0.43107404258854554,0.43100204981552026,0.4317031735453848,0.03135311488914603,0.043717578051000384,0.027836482584534923,0.041585588237559125,,0.4313540383069303,0.433144925541421,0.4340276689250743,0.038381708067922814,0.037713042100193696,0.027836324613165264,0.040208222480269805,,0.4310697037574513,0.433969752538011,0.4340827253172531,0.03190644973390175,0.03218265777592484,0.027836450990117553,0.041156648767320655,,0.4314650988288567,0.4340417542844945,0.43407886136250295,0.03050989953086552,0.03376833186522327,0.027836356207295757,0.030473622733094934,,0.432273730708116,0.43412429627800125,0.43403163439774817,0.039219585522150074,0.03594971719597307,0.027836640557697568,0.035413633191481414,
auroc,0.5177706258699574,0.5182519853487593,0.5387731594464698,0.5405537047807406,0.49987150918492185,0.5000006009535931,0.5000607635742338,,0.5451418225181517,0.5538900469010571,0.5809548531100701,0.5133150760620286,0.499866565122277,0.49999759618562734,0.5000289170890783,,0.5797375283540116,0.5804702369335,0.5802518140276235,0.5160531812632971,0.5001347988001652,0.5000006009535931,0.49956267990402226,,0.5815649666542375,0.5811103294993177,0.5804850191716316,0.47682022364779936,0.4999712590767841,0.49999879809281367,0.49998377715661557,,0.5707586033251799,0.57716821564252,0.5806759451580015,0.49923982089096725,0.499962111646921,0.49999581610058597,0.4997924825683862,,0.5657879197383706,0.5803783229246803,0.5811222394828689,0.5413003626973368,0.5000468457850151,0.5,0.4999442844678029,,0.5746957905778735,0.5793909082305759,0.5812354372412977,0.47354459636212715,0.5001179409559706,0.49999939904640683,0.5001586354907117,,0.5574192744222572,0.5810548268755535,0.5794768783720797,0.5052066562096517,0.5001038080652813,0.5000012019071863,0.4999819881891589,,0.5868225079180933,0.5790579669655121,0.5798362682723686,0.5279538373840185,0.5000030847464587,0.5,0.5000089412843174,,0.5802959628785594,0.5794838771763,0.5808195087825834,0.5037448134203707,0.5001504147479269,0.5000024038143727,0.49992829701455105,,0.5959161481036812,0.5801526750744145,0.5806346891811014,0.4572882715278026,0.499922581308919,0.5,0.49989486620053664,,0.6082265685809065,0.5822646406611972,0.5798761672979912,0.5411314750125703,0.49922973933730025,0.5000006009535931,0.5005922053819247,
sn,0.7605757273042344,0.7867525636582333,0.7867525636582333,0.9937615950745142,0.9989398789015514,0.0,0.9998369044463925,0.0,0.735785203155899,0.7833683309208783,0.7867525636582333,0.9905404578907667,0.9996330350043832,0.0,0.9998572913905934,0.0,0.7746834926912805,0.7612281095186643,0.7867525636582333,0.789321318627551,0.9995514872275795,0.0,0.9997961305579907,0.0,0.7548877698721739,0.7862632769974108,0.7867525636582333,0.7925424558112985,0.9995922611159813,0.0,0.9998572913905934,0.0,0.7276711993639273,0.779739454853112,0.7867525636582333,0.7867933375466352,0.9998572913905934,0.0,0.9998776783347944,0.0,0.7069580640557787,0.7857128295039857,0.7867525636582333,0.7920531691504761,0.9998369044463925,0.0,0.9990010397341542,0.0,0.7663656194572995,0.7862632769974108,0.7867525636582333,0.7447758455485107,0.999694195836986,0.0,0.9993272308413692,0.0,0.7724817027175797,0.7813907973333877,0.7867525636582333,0.7901367963955883,0.9997961305579907,0.0,0.9995514872275795,0.0,0.7278546818617357,0.7860186336669996,0.7867525636582333,0.791461947768649,0.9997757436137897,0.0,0.9997349697253879,0.0,0.7666510366761126,0.7800860329045279,0.7867525636582333,0.7909726611078266,0.999694195836986,0.0,0.999714582781187,0.0,0.7605349534158325,0.7833071700882754,0.7867525636582333,0.7783123687590467,0.9996534219485841,0.0,0.9995107133391776,0.0,0.6020876230861756,0.5954618662208722,0.7832256223114717,0.7912784652708406,0.9997349697253879,0.0,0.9996534219485841,0.0
sp,0.6408509022116294,0.40777105110389167,0.4073347587952563,0.09568262919600823,0.006285974584470638,2.2836236540141897e-05,0.0004867724104609194,0.0,0.710255032685866,0.4644674168971324,0.4073347587952563,0.13260041033111342,0.00323553414558221,7.2114431179395464e-06,0.0007235481261666011,0.0,0.5658807395575299,0.5701703463055176,0.4073347587952563,0.3169044640034807,0.002229537830629643,6.009535931616289e-06,0.0005949440572300125,0.0,0.6771617202176413,0.41905335386190806,0.4073347587952563,0.30073520662587394,0.0022067015940895013,3.365340121705122e-05,0.0004074465361635844,0.0,0.7582123313273502,0.48167992971246776,0.4073347587952563,0.3330328565367525,0.0009975829646483038,1.3220979049555836e-05,0.0006802794674589639,0.0,0.7851446675584818,0.4369004736716221,0.4073347587952563,0.29549008366475926,0.0008184987938861385,2.4038143726465155e-06,0.005200652395220736,0.0,0.6444470085131087,0.42110981705770717,0.4073347587952563,0.3847340960636338,0.0009338818837731713,2.2836236540141897e-05,0.004403787930688416,0.0,0.6151541265680381,0.4900644342442588,0.4073347587952563,0.31215813252469016,0.0015336335697484769,1.081716467690932e-05,0.001258396824080451,0.0,0.7720727250000301,0.42747151179491616,0.40776383966077373,0.29888907718768143,0.001245175845030895,1.9230514981172124e-05,0.001054072602405497,0.0,0.6608890988220107,0.5155424627799392,0.40774581105297886,0.307093295641524,0.0013076750187197045,8.413350304262805e-06,0.000992775335903011,0.0,0.6887829608022009,0.4789179469982969,0.40777105110389167,0.35184630972427045,0.001594930836250963,3.6057215589697732e-06,0.0022451626240518456,0.0,0.8930651157256334,0.7414096688625511,0.46344699769594394,0.3055512487214712,0.0011682537851062066,1.682670060852561e-05,0.001632189959026984,0.0
prec,0.11099210705604794,0.07263067159516085,0.0725810850205475,0.060844014893646235,0.05594898262120624,0.05567378663697459,0.05568961073026824,0.0,0.13021626341273335,0.07939148005967016,0.0725810850205475,0.06307763611083343,0.055823861048873345,0.055672965169069846,0.05570314372260643,0.0,0.0951900218191292,0.09453820873906857,0.0725810850205475,0.06377788027542582,0.05576642003673857,0.055672901980235105,0.055693157853495004,0.0,0.12115183897026827,0.0738943250032093,0.0725810850205475,0.06263382693890966,0.05576736282509446,0.05567435535972505,0.055686509612633356,0.0,0.15069048352845316,0.08146412634852342,0.0725810850205475,0.06502425372819987,0.05571757221165043,0.055673281115395136,0.055701938693227634,0.0,0.16246796508604333,0.0760090327288505,0.0725810850205475,0.062160505975094836,0.05570706961708276,0.05567271241459151,0.055894584834250804,0.0,0.11274537738254128,0.07413736760154553,0.0725810850205475,0.06661075049230544,0.05570563577084304,0.05567378663697459,0.05586956397850382,0.0,0.10581506728811714,0.08285343709468224,0.0725810850205475,0.06342699194336297,0.05574259811588404,0.0556731547364347,0.05571521591649024,0.0,0.15843614094257566,0.07487789009623134,0.07262985143166872,0.06239934164210147,0.055726322846769656,0.05567359706530647,0.0557141104238717,0.0,0.11760787367591455,0.08669998957714949,0.0726278011039742,0.06305501020633703,0.055725323566211606,0.05567302835804802,0.05570980957076738,0.0,0.12592787628991262,0.08140806156349584,0.07263067159516085,0.06611331236752054,0.0557383161422183,0.05567277560299594,0.055765096625226065,0.0,0.2492152163640046,0.11952954272010738,0.07923916540850927,0.0629466008867957,0.0557201244891072,0.0556734706849116,0.055740280349715295,0.0
acc,0.6475162928375074,0.42886993196846535,0.4284579291809203,0.1456810076929887,0.06154958447873135,0.05569415092240955,0.05612317861853082,0.0,0.711676363297929,0.4822214554707841,0.4284579291809203,0.18036415144450674,0.058707559740404196,0.05567939600164347,0.056347907411737196,0.0,0.5775053287963844,0.58080702606627,0.4284579291809203,0.3432051319884412,0.05775302986622962,0.055678261007738386,0.0562230580821781,0.0,0.6814889304044437,0.4394968799017549,0.4284579291809203,0.3281153880203663,0.057733734969843215,0.05570436586755529,0.05604940401470044,0.0,0.7565120275304121,0.49827367427036917,0.4284579291809203,0.3582948759565161,0.056606686022096064,0.055685070971168885,0.0563081826250593,0.0,0.7807918171479419,0.45631975956289117,0.4284579291809203,0.3231350347648633,0.05643643693633365,0.055674856026023144,0.06052808996415689,0.0,0.6512345328705584,0.44143885447335146,0.4284579291809203,0.4047785513391793,0.05653745139388602,0.05569415092240955,0.05979374890756837,0.0,0.623912959587407,0.506283326258538,0.4284579291809203,0.33876844081347285,0.05710948832204771,0.05568280098335872,0.05683595479092277,0.0,0.769610992188972,0.4474327572860934,0.42886312200503485,0.32631188270518985,0.05683595479092277,0.0556907459406943,0.05665322077220445,0.0,0.6667771394067614,0.5302702874485564,0.4288460970964586,0.3340321112475626,0.05689043449836674,0.05568053099554855,0.05659420108914015,0.0,0.6927775797843966,0.49586408220987854,0.42886993196846535,0.3755887780882617,0.05715942805387135,0.05567599101992822,0.05776551479918553,0.0,0.8768656462314798,0.7332843772628941,0.4812499006880333,0.3325929389759177,0.05676104519318731,0.055688475952884134,0.05719461286492891,0.0
